"Tag Summary Report"
"12/01/2024 00:00 - 01/01/2025 00:00"

Incident,"Ad Tag ID",Hash,"Tag Name","Scan Type","Hit Type","Scan Date","Scan ID",Example,csid,"Comment Type","Comment Text","Threat Behavior","Expected Behavior","Malware Condition","Named Threat","Resolution Reason"
TMT-20230726-MPA,pluto_tmt_cr_2fa24d77a79742b73a978bbc19ebeb00,8749e0269881edbcd4186ae66ae1defa,pluto_tmt_mobile_366_1104264536_RTB,Tag,Scam/Fraud,"2024-12-11 23:49 +0000",124153700757,https://www.themediatrust.com?scsh=124153700757,3UBQGE6x1JQN,Scam,"This content is a phishing/credential theft scam enticing users to enter personal information that is then leveraged in the future to harm the consumer or the corporate entity the consumer works for.",Scams,Phishing,Scam,,
TMT-20230609-OEC,pluto_tmt_cr_ca82691b67cd2b414e5aff0b898c53b3,ec1740708d54f1182e8197c3c8b0da68,pluto_tmt_mobile_103_308_120410_78_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 23:43 +0000",124153593417,https://www.themediatrust.com?scsh=124153593417,3UBQEJj32dGq,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_66138a3b14dec62d8cafd13053edb54e,12fe8b06af402baae329af430e529b07,pluto_tmt_mobile_679_231773_RTB,Tag,Malicious,"2024-12-11 23:39 +0000",124153528409,https://www.themediatrust.com?scsh=124153528409,3UBQD3ft1a2r,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_eb8da24d5049954f94d75aff12d0c28d,ab92f0238873c13bdb8725eb8dd3ce97,pluto_tmt_mobile_185_cr_13_228602_RTB,Tag,Malicious,"2024-12-11 23:38 +0000",124153463489,https://www.themediatrust.com?scsh=124153463489,3UBQCrAy2Qgd,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240503-MWB,pluto_tmt_cr_6e4c99e52da32b7651c081ec2a91b793,d1fe5e8822bd90dab4bfd650afbd8d2c,pluto_tmt_mobile_324_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 23:30 +0000",124153292057,https://www.themediatrust.com?scsh=124153292057,3UBQAL661Zmm,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_e68358fe29ea300e0fbde55b4cdf3537,37258177a59448e4031761d47440db34,pluto_tmt_mobile_392_cr1052.9416668d_RTB,Tag,Malicious,"2024-12-11 23:19 +0000",124153054799,https://www.themediatrust.com?scsh=124153054799,3UBQ6rpa1dnW,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20231122-BCO,pluto_tmt_cr_85838b56be2e056c1fc6e8b9b6b16784,d562cbbd888c66c9624266c09dd319e6,pluto_tmt_mobile_324_191_308_120277_3_50_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 22:57 +0000",124152584791,https://www.themediatrust.com?scsh=124152584791,3UBPJbY52hnk,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_c20a4554e51990e1555176ee0fa006b8,f840aacc512184118d5cd92658f6ca64,pluto_tmt_mobile_367_362437_367_228602|c4e816c529688a2a_RTB,Tag,Malicious,"2024-12-11 22:40 +0000",124152226168,https://www.themediatrust.com?scsh=124152226168,3UBPDbwN2sNx,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_59044855f9f2193869ff271f8f8d73ea,9461e22378a51ef72fdc27cfe9caf95e,pluto_tmt_mobile_822_362437_367_228602|bda153e355a420f5_RTB,Tag,Malicious,"2024-12-11 22:02 +0000",124151382811,https://www.themediatrust.com?scsh=124151382811,3UBP1iJF2Tb1,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_3b7c398032628f5178f60ec83dac5cce,584809a9c1c8470b9559a5640d1b24dc,pluto_tmt_mobile_185_cr_175_367_232191_RTB,Tag,Malicious,"2024-12-11 21:43 +0000",124150961271,https://www.themediatrust.com?scsh=124150961271,3UBNEH3N2QRS,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240206-JPV,pluto_tmt_cr_db868a5bde0f206b8cce12e6217e5338,59ff78a6b965d33eb5c8cdd1060d1943,pluto_tmt_mobile_432_5248:12105779_RTB,Tag,"Out Of Browser Redirect","2024-12-11 21:39 +0000",124150867234,https://www.themediatrust.com?scsh=124150867234,3UBND4P91k8L,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
TMT-20240730-RPC,pluto_tmt_cr_36c21d913f9398433fc1aadfd9e7b651,7ead8b3ac4a99e75193c2625b7f8303a,pluto_tmt_mobile_547_f669fbfe4c3d758_47_RTB,Tag,Scam/Fraud,"2024-12-11 21:34 +0000",124150762166,https://www.themediatrust.com?scsh=124150762166,3UBNBdLs2Fg5,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,
TMT-20240703-YMJ,pluto_tmt_cr_59044855f9f2193869ff271f8f8d73ea,8ebd58374ff7e615e91d5f465deb9025,pluto_tmt_mobile_822_362437_367_228602|bda153e355a420f5_RTB,Tag,Malicious,"2024-12-11 21:30 +0000",124150689587,https://www.themediatrust.com?scsh=124150689587,3UBNAX4x1peX,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_4082402d9757b8ddf52d4cda63e4d4da,1d5c02c9789f1c45538005499e5d4ef1,pluto_tmt_mobile_822_362437_367_227515|bda153e355a420f5_RTB,Tag,Malicious,"2024-12-11 21:28 +0000",124150646745,https://www.themediatrust.com?scsh=124150646745,3UBN9rT616MN,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20230609-OEC,pluto_tmt_cr_ca82691b67cd2b414e5aff0b898c53b3,fa07784adee46fe008612b8a50afe735,pluto_tmt_mobile_103_308_120410_78_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 21:18 +0000",124150413779,https://www.themediatrust.com?scsh=124150413779,3UBN6ZRk1Sfe,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-OEC,pluto_tmt_cr_fa10eb40c92f3f435eca37f0e056dd41,9194182c4663206a9543ae7d724a2be7,pluto_tmt_mobile_159_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 20:37 +0000",124149482852,https://www.themediatrust.com?scsh=124149482852,3UBMCRC11zLx,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_b79082887616137cdbcce6fa2948c9df,f2081f6295403d9bd31426380c8c0089,pluto_tmt_mobile_681_e299df60e8dc967832c5685dd14e97cc|40060_RTB,Tag,Malicious,"2024-12-11 20:36 +0000",124149466706,https://www.themediatrust.com?scsh=124149466706,3UBMCBHd1qk8,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_becfab99237680518ccc080f7b23b769,c48783bd00963c8ae825c48b35575d6e,pluto_tmt_mobile_822_362437_367_232191|bda153e355a420f5_RTB,Tag,Malicious,"2024-12-11 20:27 +0000",124149210223,https://www.themediatrust.com?scsh=124149210223,3UBM9Nmq2N7L,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_59044855f9f2193869ff271f8f8d73ea,91ec32ee2a5247510a261dfb9d9b777b,pluto_tmt_mobile_822_362437_367_228602|bda153e355a420f5_RTB,Tag,Malicious,"2024-12-11 19:21 +0000",124147725691,https://www.themediatrust.com?scsh=124147725691,3UBL7Xbj1Xv8,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_7a32dd9229961a8452e4808e2f2719bb,1a9eb61bfab3ff71087823d7c4b0ebf8,pluto_tmt_mobile_103_367_232191_RTB,Tag,Malicious,"2024-12-11 18:47 +0000",124146922760,https://www.themediatrust.com?scsh=124146922760,3UBKFbY328xF,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240503-MWB,pluto_tmt_cr_6e4c99e52da32b7651c081ec2a91b793,e8768e2e5a08ccff5bae46fd79dcac08,pluto_tmt_mobile_324_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 17:43 +0000",124145503257,https://www.themediatrust.com?scsh=124145503257,3UBJEX9g1XQu,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_3c8a2d77870c4b47ccbb968305e83e7c,c569989177a55be59c242386c3d5bf2c,pluto_tmt_mobile_193_362437_367_228602|bda153e355a420f5_RTB,Tag,Malicious,"2024-12-11 17:08 +0000",124144758815,https://www.themediatrust.com?scsh=124144758815,3UBJ3hz714kq,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240828-GLZ,pluto_tmt_cr_6f89ba1fb22b51d6038266f8b2b2a439,ea45e0b9c8f7488845c532305800768e,pluto_tmt_mobile_783_478a0c4254230671610adc9356f31e25_RTB,Tag,Malicious,"2024-12-11 17:00 +0000",124144587232,https://www.themediatrust.com?scsh=124144587232,3UBJ1EVS1wGU,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20240429-OMT,pluto_tmt_cr_30ea4cc09a9627fa9a83f170b08cb5bd,d6e5061e503a15884afc1372a56f4958,pluto_tmt_mobile_102_176_CR51529847_RTB,Tag,Scam/Fraud,"2024-12-11 16:56 +0000",124144528034,https://www.themediatrust.com?scsh=124144528034,3UBHJTWK2Nvn,"Ad Fraud","The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Impression Fraud","Ad Fraud",,
TMT-20240503-MWB,pluto_tmt_cr_df6773328349fead4ae1746466f85e41,0bb997ed53d99d4c6c96a029ef96dd79,pluto_tmt_mobile_474_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 16:03 +0000",124143331136,https://www.themediatrust.com?scsh=124143331136,3UBH29PN1xM8,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_e5f41466501aae9dac71194fc482ae62,7c8031c225dd1655f7161b620145bb42,pluto_tmt_mobile_399_121876_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 15:56 +0000",124143180783,https://www.themediatrust.com?scsh=124143180783,3UBGJURv26Jr,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240828-GLZ,pluto_tmt_cr_f299d19fafc67ec41f15ee9fdbdae764,3d70592b5ca4d9ab7e1b87f1d1f4698e,pluto_tmt_mobile_779_349-exc_1633:miamistar_RTB,Tag,Malicious,"2024-12-11 15:56 +0000",124143158314,https://www.themediatrust.com?scsh=124143158314,3UBGJF7Q1tcn,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20230609-OEC,pluto_tmt_cr_f499a005598aeeca2b54ccde1287c6dc,bcd8d1d60a40c964d058da0cfbb92872,pluto_tmt_mobile_324_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 15:40 +0000",124142864843,https://www.themediatrust.com?scsh=124142864843,3UBGDUQs1vRa,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_34edc3fad4f5609c1398fc213fc1300a,69cdd0b0b8b65fb41364106e5b41e272,pluto_tmt_mobile_399_121873_3_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 15:20 +0000",124142445404,https://www.themediatrust.com?scsh=124142445404,3UBG7Ch11Mgq,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20230609-VMQ,pluto_tmt_cr_123f19922c16b7b109a777ac70570f81,289210b09402d29d3af136923fff34fe,pluto_tmt_mobile_193_191_308_121766_3_14|0f6ee2b43bb74e71|f025f9fafc29aa91_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 15:18 +0000",124142379137,https://www.themediatrust.com?scsh=124142379137,3UBG6ci91bUS,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_34edc3fad4f5609c1398fc213fc1300a,49f035152a716283c44be4a93e819bf6,pluto_tmt_mobile_399_121873_3_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 14:39 +0000",124141596833,https://www.themediatrust.com?scsh=124141596833,3UBFD9TY2kc3,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_2fe7527fd1ae2a0a6e1dde2c43460ba8,fc23998158985bf96b1c53d0febde1aa,pluto_tmt_mobile_324_e299df60e8dc967832c5685dd14e97cc|40060_RTB,Tag,Malicious,"2024-12-11 14:31 +0000",124141434865,https://www.themediatrust.com?scsh=124141434865,3UBFAcp826zc,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20230609-OEC,pluto_tmt_cr_f499a005598aeeca2b54ccde1287c6dc,f37b02b67de80a790214e7882ba5c428,pluto_tmt_mobile_324_121888_2_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 14:28 +0000",124141400640,https://www.themediatrust.com?scsh=124141400640,3UBF9myS2KAT,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20241019-RFY,pluto_tmt_cr_0329e4fbb7bef2e526b85cab6861f9c3,0baeca4430987524bec2972524f33195,pluto_tmt_mobile_679_miamistar_RTB,Tag,Malicious,"2024-12-11 14:11 +0000",124141094880,https://www.themediatrust.com?scsh=124141094880,3UBF4ZT31vyb,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20240828-GLZ,pluto_tmt_cr_0329e4fbb7bef2e526b85cab6861f9c3,cb5da28084aec72dd7f30a1928c7985d,pluto_tmt_mobile_679_miamistar_RTB,Tag,Malicious,"2024-12-11 14:10 +0000",124141037904,https://www.themediatrust.com?scsh=124141037904,3UBF4Fqs1uAc,"GhostCat - 3PC","GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,"GhostCat - 3PC","GhostCat - 3PC",
TMT-20231122-BCO,pluto_tmt_cr_9626dc41b322f340e8f662bd6e5b9aa5,4b1d12564fc471b90b9eda27c868088d,pluto_tmt_mobile_103_308_121277_4_39_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 14:10 +0000",124141027810,https://www.themediatrust.com?scsh=124141027810,3UBF49VV2F5h,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240703-YMJ,pluto_tmt_cr_ec3d6da6fe7e3633955701a2d93581b6,b7646453e24f432643def985771ec4d1,pluto_tmt_mobile_185_cr_175_367_229342_RTB,Tag,Malicious,"2024-12-11 14:07 +0000",124140982162,https://www.themediatrust.com?scsh=124140982162,3UBF3A9t1fNa,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20240703-YMJ,pluto_tmt_cr_8b6d929ba4fe587f1e707a5bb94fdc1d,31d5a7b00b38566666c85e26c08a18b3,pluto_tmt_mobile_123_114825|232191_RTB,Tag,Malicious,"2024-12-11 14:07 +0000",124140970941,https://www.themediatrust.com?scsh=124140970941,3UBF3FND1Bds,"Phishing Domain","Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,"Phishing Domain",,
TMT-20231122-BCO,pluto_tmt_cr_352ed656c8e0bdcb3ff093500dd5f672,a4c96a647e7dad1161cc8b7df53ba22a,pluto_tmt_mobile_399_121164_2_78_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 14:03 +0000",124140947317,https://www.themediatrust.com?scsh=124140947317,3UBF2E5B1AAt,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_0a1fa1f0263aa64a7a28e0569d083198,65d514282581698b5d075dc6d5d7c210,pluto_tmt_mobile_399_121164_78_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 13:59 +0000",124140854225,https://www.themediatrust.com?scsh=124140854225,3UBEKFFX1ppu,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240503-MWB,pluto_tmt_cr_df6773328349fead4ae1746466f85e41,7cc92c877984ebbc0159cffb933388b6,pluto_tmt_mobile_474_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 13:58 +0000",124140839188,https://www.themediatrust.com?scsh=124140839188,3UBEK7eA1B9U,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20231122-BCO,pluto_tmt_cr_f3fd175ff08f345221c78cc2a8bb4d97,963b3580a9f0d668e5bb440ee0d45923,pluto_tmt_mobile_367_191_308_119927_4_111|0f6ee2b43bb74e71_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 13:29 +0000",124140230306,https://www.themediatrust.com?scsh=124140230306,3UBE9y2C1kf5,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
TMT-20240206-JPV,pluto_tmt_cr_efef24558aa467a96d96e39d8c251611,653d8ec557a895e34644a6ec5272d5d2,pluto_tmt_mobile_822_5248:11548403|e85afe002387b8ff_RTB,Tag,"Out Of Browser Redirect","2024-12-11 13:24 +0000",124140142413,https://www.themediatrust.com?scsh=124140142413,3UBE8a7g22Tm,"App Store Redirect iOS","This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.","Ad Fraud","Out-of-browser Redirect","App Store Redirect iOS",,
TMT-20240503-MWB,pluto_tmt_cr_80fbd1a5b6f3f4baa9bcc9b22ba0f86e,e70ebb10d020c3b6006be0cadc2d952d,pluto_tmt_mobile_159_121888_1_1_RTB,Tag,"Malicious - Indirect Evidence","2024-12-11 13:20 +0000",124140050686,https://www.themediatrust.com?scsh=124140050686,3UBE7NG31XKX,"Heuristic Flag","Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.","Generic Malware/Suspicious","Suspicious (Multiple indicators match known overt incidents but no overt actions detected.)","Heuristic Flag",,
