Incident,Ad Tag ID,Hash,Tag Name,Scan Type,Hit Type,Scan Date,Scan ID,Example,csid,Tag Status,Start Date,End Date,Pause,Priority,Publisher Name,Provider Account,Public Deck,Comment Type,Comment Text,Threat Behavior,Expected Behavior,Malware Condition
TMT-20241217-MEF,1735785670220159479,66b1bf95f2d813ad826c11924a646ee4,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR51806708$$_RTB,Tag,Scam/Fraud,2025-01-02 15:09 +0000,124756475085,https://www.themediatrust.com?scsh=124756475085,3ULN3r8G25E8,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=5a0726e2ce3740969da844bcfb15c87a,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240424-UAH,1735785669608187009,1b94946adcc21a91be1756065623d668,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51519022$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:09 +0000,124756474319,https://www.themediatrust.com?scsh=124756474319,3ULN3qCG1tg7,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=6524a5503ba38e66339e557fcff7e21c,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240429-OMT,1735785638328572113,ba158246930e40dff5b76cab4e246830,TMT|banner$$20250102$$bidswitch_dsp$$mvungle$$176_CR51723945$$_RTB,Tag,Scam/Fraud,2025-01-02 15:09 +0000,124756473242,https://www.themediatrust.com?scsh=124756473242,3ULN3r1n2Epq,Expired,02/01/2025,02/01/2025,f,9,mvungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=d74018286159d1d7bbbc262ab2ca0ca2,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240429-OMT,1735785642183142714,7eff7d8117a26eb995c01846319a1944,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51722332$$_RTB,Tag,Scam/Fraud,2025-01-02 15:08 +0000,124756472886,https://www.themediatrust.com?scsh=124756472886,3ULN3ins2F1D,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=b681ca8b7f09f5579f0e3ffce995a79a,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240429-OMT,1735807246656790758,a8e9fcdd9ba3d3cf1bdc56cfd917b98d,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$176_CR51730586$$_RTB,Tag,Scam/Fraud,2025-01-02 15:08 +0000,124756472485,https://www.themediatrust.com?scsh=124756472485,3ULN3kB62NAQ,Expired,02/01/2025,02/01/2025,t,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=7e28b436803f4b30cb880e3b57fc0b30,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240312-OFU,1735785630758171132,a1bb2cea8f54e138d68b1cce371d6ed0,TMT|banner$$20250102$$startio_dsp$$fyberdisplay$$27325260:176_CR51369608$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:08 +0000,124756471265,https://www.themediatrust.com?scsh=124756471265,3ULN3kw61iP5,Expired,02/01/2025,02/01/2025,f,3,fyberdisplay,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=270c06c56a2692948f480341d63a9e2e,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240703-YMJ,1735785662815189040,cdecab683210a81e2d40ccdd26030ac4,TMT|banner$$20250102$$Inspiritum_dsp$$fyber$$229903$$_RTB,Landing Page,Malicious,2025-01-02 15:08 +0000,124756470587,https://www.themediatrust.com?scsh=124756470587,3ULN3cHv17tc,Expired,02/01/2025,02/01/2025,f,3,fyber,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=4333955cc3eab3b4a0c306ba2c05fa8e,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241213-LXJ,1735785623906454922,62f09155db73d5b6b720d49b251286a8,TMT|banner$$20250102$$Adsolut Media_dsp$$fyberdisplay$$gtracing$$_RTB,Tag,Malicious,2025-01-02 15:08 +0000,124756469567,https://www.themediatrust.com?scsh=124756469567,3ULN3kyw1yCq,Expired,02/01/2025,02/01/2025,f,3,fyberdisplay,Adsolut Media_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=c47fdd149a632082f8e375b951a52439,GhostCat - 3PC,"GhostCat-3PC: This malicious campaign utilizes advanced obfuscation and delivery patterns to evade signature-based detection. This malware evades conventional blockers in order to hijack users browser sessions for the purpose of delivering popups, redirects, and other phishing content. Publisher visitors who fall victim to this malware may have malicious software installed on their device, including but not limited to Remote Access Trojans and adware.",Phishing,Phishing,GhostCat - 3PC
TMT-20240306-PTG,1735785632583171647,2d44bb6f7162e70e3d55d41ba55d6550,TMT|banner$$20250102$$bidswitch_dsp$$vungleus$$340_3470858$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:08 +0000,124756469386,https://www.themediatrust.com?scsh=124756469386,3ULN3jDJ2VwR,Expired,02/01/2025,02/01/2025,f,9,vungleus,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=74838e2adc441426837b9439baa5bfa5,App Store Redirect iOS,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the iTunes store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into iTunes. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect iOS
TMT-20240429-OMT,1735785627280568951,da8fbeed483e6c81a1c1148a5fcf294c,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51790118$$_RTB,Tag,Scam/Fraud,2025-01-02 15:09 +0000,124756468033,https://www.themediatrust.com?scsh=124756468033,3ULN3pEq2QyV,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=cb61cd14eb99e2e25206022066c9a485,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241223-KXF,1735807376444745487,0906a42fac9f09449de83a4004386ead,TMT|banner$$20250102$$escalax_dsp$$unity$$16208tstLlxKP0GahnR10wxfkEG$$_RTB,Tag,Resolved,2025-01-02 15:09 +0000,124756467949,https://www.themediatrust.com?scsh=124756467949,3ULN44AJ2F4i,Expired,02/01/2025,02/01/2025,t,3,unity,escalax_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=13271585c17e7df1cdc1e4e1ed01538e,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240503-MWB,1735807412148626247,de4cc1c1dc6d5d6f43967d97b998b675,TMT|banner$$20250102$$startio_dsp$$mvungle$$120897_1_33$$_RTB,Tag,Malicious - Indirect Evidence,2025-01-02 15:08 +0000,124756466939,https://www.themediatrust.com?scsh=124756466939,3ULN3c4j1vbc,Expired,02/01/2025,02/01/2025,t,3,mvungle,startio_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=9ced725814f60969b034e4d9ba71fe7c,Heuristic Flag,Heuristics: This content matches previously identified patterns and characteristics of known malicious content. This flag is specifically placed to discover and locate potential characteristics and impressions of new and modified versions of existing threats.,Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),Heuristic Flag
TMT-20240703-YMJ,1735785630885464249,b63def4e6a3ad58190756f2f52dfcdb0,TMT|banner$$20250102$$Inspiritum_dsp$$fyber$$229768$$_RTB,Landing Page,Malicious,2025-01-02 15:08 +0000,124756466843,https://www.themediatrust.com?scsh=124756466843,3ULN3cfk16mG,Expired,02/01/2025,02/01/2025,f,3,fyber,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=274b8823a6dcd7abedb3cb22985c15c9,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241223-KXF,1735807818119332118,4c5c96a9e46335831e5c9fb0c4e9ca5b,TMT|banner$$20250102$$shareit_dsp$$fyberdisplay$$5b_1:175812727$$_RTB,Tag,Resolved,2025-01-02 15:08 +0000,124756464842,https://www.themediatrust.com?scsh=124756464842,3ULN3hSG2aES,Expired,02/01/2025,02/01/2025,t,3,fyberdisplay,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=4f0bf91e4caf17e45263fa90287a8d5c,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241223-KXF,1735807391150326732,a11896379bd89c7be2dc534d9414a3b5,TMT|banner$$20250102$$nasmedia_dsp$$bidmachine$$wG0sAMmSdMlZ17U248aD$$_RTB,Tag,Resolved,2025-01-02 15:09 +0000,124756464833,https://www.themediatrust.com?scsh=124756464833,3ULN3nZi2Zq2,Expired,02/01/2025,02/01/2025,t,99,bidmachine,nasmedia_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=f0c406ea81b5f268375cbc3ed88a242d,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240429-OMT,1735785627898871763,103b737f0e3bf23c64257318cb2c1e9c,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR51790118$$_RTB,Tag,Scam/Fraud,2025-01-02 15:09 +0000,124756464692,https://www.themediatrust.com?scsh=124756464692,3ULN3s3f2Tdw,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=32b7f0f732da0690a4b639471c98c43b,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735785622329399934,c656886a781c1b98fa390e6ae2078648,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$367_232502$$_RTB,Landing Page,Malicious,2025-01-02 15:08 +0000,124756464336,https://www.themediatrust.com?scsh=124756464336,3ULN3ZKw1kBF,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=57e914d32a873b527af2aea0f8fc7b16,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735807470923714998,b45daefa5599e2afff2db784dcd52de9,TMT|banner$$20250102$$Inspiritum_dsp$$fyberdisplay$$232483$$_RTB,Landing Page,Malicious,2025-01-02 15:05 +0000,124756462674,https://www.themediatrust.com?scsh=124756462674,3ULN2nSd22SK,Expired,02/01/2025,02/01/2025,t,3,fyberdisplay,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=f9bcb8991c9330c2158698caca2864ad,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240625-TAM,1735807452748107352,b297ca1b45cd3e3995912d158a6f2f41,TMT|banner$$20250102$$operasg_dsp$$unity$$1_214346700_480x320$$_RTB,Landing Page,Malicious - Indirect Evidence,2025-01-02 15:08 +0000,124756461956,https://www.themediatrust.com?scsh=124756461956,3ULN3cT42Vi5,Expired,02/01/2025,02/01/2025,t,99,unity,operasg_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=681e0d37dcc6df28a5606faaa3d83783,DNE Domain,"Domain Does Not Exist: The flagged domain is not generating any content and is no longer connecting and executing during scanning. The Media Trust is not able to confirm the legitimacy of this domain. These types of domains often cause malicious redirects as they frequently expire and are associated with malicious content; bad actors take advantage of a domains one-time legitimacy and repurchase them to execute malicious campaigns.
To remediate this, please ensure this domain is removed from the delivery process and is no longer being called to and delivered. ",Generic Malware/Suspicious,Suspicious (Multiple indicators match known overt incidents but no overt actions detected.),DNE Domain
TMT-20240703-YMJ,1735785624090655995,561580835c54a5e0c730657afede416e,TMT|banner$$20250102$$bidswitch_dsp$$unity$$367_229836$$_RTB,Landing Page,Malicious,2025-01-02 15:07 +0000,124756441696,https://www.themediatrust.com?scsh=124756441696,3ULN3J1u1VMF,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=ec4939029f4b31da1b871d7298f5fe34,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20241223-KXF,1735785660504941813,33b727fde612e61d04a0f3b1f7bd97c7,TMT|banner$$20250102$$shareit_dsp$$bidmachine$$1891_76114$$_RTB,Tag,Resolved,2025-01-02 15:07 +0000,124756441287,https://www.themediatrust.com?scsh=124756441287,3ULN3LA41dTD,Expired,02/01/2025,02/01/2025,f,3,bidmachine,shareit_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=59c4a727eb5cff22106eab58306ca3d9,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240429-OMT,1735807713904937802,0616c146eab4df37e3addaf2ff812af8,TMT|banner$$20250102$$bidswitch_dsp$$vungle$$176_CR51724953$$_RTB,Tag,Scam/Fraud,2025-01-02 15:05 +0000,124756439943,https://www.themediatrust.com?scsh=124756439943,3ULN2oVr2QLv,Expired,02/01/2025,02/01/2025,t,9,vungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=c7b8dde9f90dbf8a8077bd2d49066862,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240225-ACY,1735785638570966455,a14a638144ebd972dabdfde08e4c14ce,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR50918593$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 15:07 +0000,124756439777,https://www.themediatrust.com?scsh=124756439777,3ULN3PYt1qPW,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=66d4c4fec9479c214cf392825c74cd62,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
TMT-20240730-RPC,1735785627320319708,cf71c549dba4da46978869624e1eb81a,TMT|banner$$20250102$$escalax_dsp$$fyberdisplay$$15208tscr3117.657b50f1$$_RTB,Tag,Scam/Fraud,2025-01-02 15:07 +0000,124756439066,https://www.themediatrust.com?scsh=124756439066,3ULN3MJx2MLF,Expired,02/01/2025,02/01/2025,f,3,fyberdisplay,escalax_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=5b126b1b17a2aa7e08af851e062f5af6,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240429-OMT,1735785633897341169,d8641a562895eaa1c2dc8823140692bb,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51796864$$_RTB,Tag,Scam/Fraud,2025-01-02 15:07 +0000,124756434756,https://www.themediatrust.com?scsh=124756434756,3ULN3PE71zxK,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=b36937e357c526f1f5feb2c58303269b,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20241223-KXF,1735807731994046535,ec885d18fb07093292c5d911be000549,TMT|banner$$20250102$$nasmedia_dsp$$bidmachine$$18-sawauahfTrqAnAHJI6cT$$_RTB,Tag,Resolved,2025-01-02 15:08 +0000,124756431551,https://www.themediatrust.com?scsh=124756431551,3ULN3bCy2WSM,Expired,02/01/2025,02/01/2025,t,99,bidmachine,nasmedia_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=e567c42c7639ee606390f1aaea54c612,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735785654849355412,6106926171d3e9602d8511aac60884f3,TMT|banner$$20250102$$bidswitch_dsp$$unityads$$367_228633$$_RTB,Landing Page,Malicious,2025-01-02 15:07 +0000,124756431502,https://www.themediatrust.com?scsh=124756431502,3ULN3GEm2Hxx,Expired,02/01/2025,02/01/2025,f,9,unityads,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=f7dedec185637f956c790822f59cf55c,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240102-VWR,1735785633625713994,7aa93c3bcab695af5436aeedef6f6f6b,TMT|banner$$20250102$$bidswitch_dsp$$unity$$176_CR50959172$$_RTB,Landing Page,Scam/Fraud,2025-01-02 15:06 +0000,124756429710,https://www.themediatrust.com?scsh=124756429710,3ULN2vG81Xjg,Expired,02/01/2025,02/01/2025,f,9,unity,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=1f6aabd519edaff58e1be07fc9304c4e,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735785616248559999,9cb117b655cb02b8d29cb179da649c4b,TMT|banner$$20250102$$Inspiritum_dsp$$fyberdisplay$$231086$$_RTB,Landing Page,Malicious,2025-01-02 15:05 +0000,124756429474,https://www.themediatrust.com?scsh=124756429474,3ULN2aKv1ynd,Expired,02/01/2025,02/01/2025,f,3,fyberdisplay,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=abcdecb503d7fa422cecfe5f2eba29a7,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735785616656362507,e05a2d774427e2f2087b216e256dc793,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$367_229903$$_RTB,Landing Page,Malicious,2025-01-02 15:04 +0000,124756429030,https://www.themediatrust.com?scsh=124756429030,3ULN2VgD1txn,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=3104d8e6086ff72f4f016cf2dcd941af,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240429-OMT,1735785622395332213,4f91c7d133a16feb7d2d4885a3456673,TMT|banner$$20250102$$bidswitch_dsp$$vungleus$$176_CR51723948$$_RTB,Tag,Scam/Fraud,2025-01-02 15:06 +0000,124756428905,https://www.themediatrust.com?scsh=124756428905,3ULN33Bs1a5a,Expired,02/01/2025,02/01/2025,f,9,vungleus,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=9afd3b02d8b5fe8b10ddf9560a8b7039,Ad Fraud,"The creative delivery method for this creative will piggyback extra content. This extra content gets delivered when the creative is delivered and is acting in a fraudulent manner that includes, but is not limited to, cookie stuffing and impression fraud.
Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Impression Fraud,Ad Fraud
TMT-20240703-YMJ,1735785627189378541,ddd34189e0a03a121564eeedc5060340,TMT|banner$$20250102$$Inspiritum_dsp$$algorixeu$$229854$$_RTB,Landing Page,Malicious,2025-01-02 15:03 +0000,124756391797,https://www.themediatrust.com?scsh=124756391797,3ULN2BCN1uTK,Expired,02/01/2025,02/01/2025,f,3,algorixeu,Inspiritum_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=9c492bf817d2a02ae2d510432d7dfe43,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240703-YMJ,1735785620883161310,8aabb799ac9607f4e3caca06f0569aae,TMT|banner$$20250102$$bidswitch_dsp$$vungle$$367_228954$$_RTB,Landing Page,Malicious,2025-01-02 14:59 +0000,124756297334,https://www.themediatrust.com?scsh=124756297334,3ULMKSWG1DR4,Expired,02/01/2025,02/01/2025,f,9,vungle,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=b3839f41d1e7a6f1d6f46055f03d0c43,Phishing Domain,"Phishing Domain: This domain delivers malicious popups and other phishing content such as fake surveys, gift card prizes, and fraudulent offers designed to trick users into disclosing personal information or downloading malware onto their device. These deceptive tactics are designed to exploit unsuspecting individuals, leading to potential financial loss, identity theft, and compromised security.",Phishing,Phishing,Phishing Domain
TMT-20240424-UAH,1735785622390046650,49f9f725c7179cab44b2d5d672873e5d,TMT|banner$$20250102$$bidswitch_dsp$$fyberdisplay$$176_CR51519018$$_RTB,Tag,Out Of Browser Redirect,2025-01-02 14:59 +0000,124756280173,https://www.themediatrust.com?scsh=124756280173,3ULMKKGh1puS,Expired,02/01/2025,02/01/2025,f,9,fyberdisplay,bidswitch_dsp,https://www.themediatrust.com/vt.php?controller=v9&tsid=65d440555f3b963d7519310a5d0481d4,App Store Redirect Android,"This content has been seen to trigger click fraud activity in ad delivery as well as auto redirect users to the Google Play store without any user initiation. This content triggers a click action when the user has not yet clicked on any items causing the fraud to take place. The user is taken out of their current browser (or app) and forced into the Google Play store. Although not necessarily malicious, this behavior is unwanted and because of this, TMT is alerting on its presence.Often times the fix is as simple as removing the click URL from the 1x1 iframe where an impression URL is typically located.",Ad Fraud,Out-of-browser Redirect,App Store Redirect Android
